graph_type,n,edge,actual_weight,predicted_weight,edge_loss,Layers,sample_number
complete,4,"('A1', 'B2')",0.4,0.4979073405265808,0.0095858473289878,3,44
complete,4,"('A1', 'B3')",0.4,0.5209517478942871,0.0146293253186831,3,44
complete,4,"('A1', 'B0')",0.41,0.5596337914466858,0.0223902715427102,3,45
complete,4,"('A1', 'B2')",0.34,0.5827422142028809,0.0589237825561172,3,45
complete,4,"('A1', 'B3')",0.39,0.5585542917251587,0.0284105492589698,3,45
complete,4,"('A1', 'B0')",0.2,0.3766201734542846,0.0311946856710216,3,46
complete,4,"('A1', 'B2')",0.2,0.369755357503891,0.0288168814012738,3,46
complete,4,"('A1', 'B3')",0.2,0.3925613164901733,0.0370798606084286,3,46
complete,4,"('A1', 'B0')",0.41,0.3871368169784546,0.0005227251378766,3,47
complete,4,"('A1', 'B2')",0.51,0.4018324315547943,0.0117002228633482,3,47
complete,4,"('A1', 'B3')",0.47,0.4072229266166687,0.0039409609425761,3,47
complete,4,"('A1', 'B0')",0.36,0.3668002486228943,4.624338133317583e-05,3,48
complete,4,"('A1', 'B2')",0.32,0.392554759979248,0.0052641931956462,3,48
complete,4,"('A1', 'B3')",0.34,0.3779969811439514,0.0014437705760537,3,48
complete,4,"('A1', 'B0')",0.28,0.3841314911842346,0.0108433674562523,3,49
complete,4,"('A1', 'B2')",0.52,0.3911091089248657,0.0166128618021421,3,49
complete,4,"('A1', 'B3')",0.45,0.3929798603057861,0.0032512963307476,3,49
complete,4,"('A1', 'B0')",0.54,0.5371258854866028,8.260534236120725e-06,3,50
complete,4,"('A1', 'B2')",0.49,0.543425440788269,0.0028542777234208,3,50
complete,4,"('A1', 'B3')",0.53,0.5499416589736938,0.0003976697626231,3,50
complete,4,"('A2', 'B0')",0.34,0.483782410621643,0.0206733816041707,3,1
complete,4,"('A2', 'B1')",0.28,0.474516212940216,0.0378365570966034,3,1
complete,4,"('A2', 'B3')",0.31,0.4618703722953796,0.0230646099811372,3,1
complete,4,"('A2', 'B0')",0.68,0.6237654089927673,0.0031623292257507,3,2
complete,4,"('A2', 'B1')",0.7,0.5460845232009888,0.0236899739982669,3,2
complete,4,"('A2', 'B3')",0.69,0.5249359011650085,0.0272461567242078,3,2
complete,4,"('A2', 'B0')",0.62,0.6099979877471924,0.0001000402491053,3,3
complete,4,"('A2', 'B1')",0.66,0.485392689704895,0.030487712808491,3,3
complete,4,"('A2', 'B3')",0.63,0.4564850926399231,0.030107423076176,3,3
complete,4,"('A2', 'B0')",0.33,0.5596041083335876,0.0527180465636618,3,4
complete,4,"('A2', 'B1')",0.31,0.5205445289611816,0.0443289986754858,3,4
complete,4,"('A2', 'B3')",0.34,0.5257156491279602,0.0344903023310196,3,4
complete,4,"('A2', 'B0')",0.34,0.4656188488006592,0.0157800951740028,3,5
complete,4,"('A2', 'B1')",0.4,0.4289828240871429,0.0008400040920662,3,5
complete,4,"('A2', 'B3')",0.4,0.4444959759712219,0.0019798918776315,3,5
complete,4,"('A2', 'B0')",0.63,0.4726821184158325,0.0247489158661301,3,6
complete,4,"('A2', 'B1')",0.6,0.4307255148887634,0.0286538513096742,3,6
complete,4,"('A2', 'B3')",0.63,0.4162758588790893,0.0456780084978709,3,6
complete,4,"('A2', 'B0')",0.5,0.3964823484420776,0.0107159041840674,3,7
complete,4,"('A2', 'B1')",0.51,0.375205397605896,0.0181695848345845,3,7
complete,4,"('A2', 'B3')",0.52,0.3666088581085205,0.023528842410772,3,7
complete,4,"('A2', 'B0')",0.41,0.389457106590271,0.0004220104696434,3,8
complete,4,"('A2', 'B1')",0.43,0.3718845248222351,0.0033774084551374,3,8
complete,4,"('A2', 'B3')",0.43,0.3815070390701294,0.0023515672597459,3,8
complete,4,"('A2', 'B0')",0.15,0.3837452530860901,0.0546368433402803,3,9
complete,4,"('A2', 'B1')",0.2,0.3753370940685272,0.0307430965563955,3,9
complete,4,"('A2', 'B3')",0.19,0.3765782117843628,0.0348114291126505,3,9
complete,4,"('A2', 'B0')",0.38,0.5297778844833374,0.0224334146803039,3,10
complete,4,"('A2', 'B1')",0.42,0.4841773808002472,0.0041187362063799,3,10
complete,4,"('A2', 'B3')",0.43,0.4960559606552124,0.0043633899380829,3,10
complete,4,"('A2', 'B0')",0.46,0.4275634586811065,0.0010521292127322,3,11
complete,4,"('A2', 'B1')",0.33,0.3911722302436828,0.0037420417529861,3,11
complete,4,"('A2', 'B3')",0.36,0.3800728619098663,0.0004029197852525,3,11
complete,4,"('A2', 'B0')",0.28,0.4944298863410949,0.0459801761562548,3,12
complete,4,"('A2', 'B1')",0.42,0.4115120470523834,7.204534524095268e-05,3,12
complete,4,"('A2', 'B3')",0.39,0.3851317167282104,2.3700182014386104e-05,3,12
complete,4,"('A2', 'B0')",0.35,0.4454975128173828,0.0091197749543061,3,13
complete,4,"('A2', 'B1')",0.32,0.4396898150444031,0.0143256518253634,3,13
complete,4,"('A2', 'B3')",0.33,0.4454849362373352,0.0133367704977413,3,13
complete,4,"('A2', 'B0')",0.57,0.5317457318305969,0.0014633890331766,3,14
complete,4,"('A2', 'B1')",0.54,0.4755273461341858,0.004156723096501,3,14
complete,4,"('A2', 'B3')",0.58,0.4556497633457184,0.0154629813559758,3,14
complete,4,"('A2', 'B0')",0.51,0.4932698011398315,0.0002798995539007,3,15
complete,4,"('A2', 'B1')",0.51,0.4464927613735199,0.0040331693579606,3,15
complete,4,"('A2', 'B3')",0.53,0.475168228149414,0.0030065232042747,3,15
complete,4,"('A2', 'B0')",0.54,0.4982514381408691,0.0017429424173056,3,16
complete,4,"('A2', 'B1')",0.58,0.4481998085975647,0.0173712904537185,3,16
complete,4,"('A2', 'B3')",0.56,0.4214288592338562,0.0192019610532304,3,16
complete,4,"('A2', 'B0')",0.4,0.4456438422203064,0.0020833603326322,3,17
complete,4,"('A2', 'B1')",0.38,0.4184987246990204,0.0014821518034509,3,17
complete,4,"('A2', 'B3')",0.37,0.4152378439903259,0.002046462528893,3,17
complete,4,"('A2', 'B0')",0.55,0.4554193615913391,0.0089454971617898,3,18
complete,4,"('A2', 'B1')",0.55,0.4203884899616241,0.016799143534428,3,18
complete,4,"('A2', 'B3')",0.54,0.4195266962051391,0.0145138169272488,3,18
complete,4,"('A2', 'B0')",0.43,0.3832566738128662,0.0021849385430367,3,19
complete,4,"('A2', 'B1')",0.44,0.3586398959159851,0.0066194665365617,3,19
complete,4,"('A2', 'B3')",0.5,0.3587905764579773,0.0199401012970703,3,19
complete,4,"('A2', 'B0')",0.68,0.5375623106956482,0.020288495334363,3,20
complete,4,"('A2', 'B1')",0.67,0.4999854564666748,0.0289049450128449,3,20
complete,4,"('A2', 'B3')",0.68,0.5013558864593506,0.0319137193027244,3,20
complete,4,"('A2', 'B0')",0.41,0.4959774017333984,0.0073921136088261,3,21
complete,4,"('A2', 'B1')",0.43,0.4534369111061096,0.0005492888021956,3,21
complete,4,"('A2', 'B3')",0.42,0.4713963568210602,0.0026415854944777,3,21
complete,4,"('A2', 'B0')",0.55,0.4555107951164245,0.0089282098395303,3,22
complete,4,"('A2', 'B1')",0.53,0.4244435429573059,0.0111421656234061,3,22
complete,4,"('A2', 'B3')",0.55,0.4320113062858581,0.0139213318443695,3,22
complete,4,"('A2', 'B0')",0.56,0.476391077041626,0.0069904519982593,3,23
complete,4,"('A2', 'B1')",0.53,0.443885326385498,0.0074157370117322,3,23
complete,4,"('A2', 'B3')",0.54,0.4356616735458374,0.0108864863672554,3,23
complete,4,"('A2', 'B0')",0.44,0.3815515041351318,0.0034162266688655,3,24
complete,4,"('A2', 'B1')",0.49,0.3615096807479858,0.0165097621414845,3,24
complete,4,"('A2', 'B3')",0.45,0.3541417717933655,0.0091887999149152,3,24
complete,4,"('A2', 'B0')",0.58,0.4353907704353332,0.0209118292752864,3,25
complete,4,"('A2', 'B1')",0.58,0.4008121788501739,0.032108275248422,3,25
complete,4,"('A2', 'B3')",0.6,0.3967453241348266,0.0413124632610566,3,25
complete,4,"('A2', 'B0')",0.51,0.4427734017372131,0.0045194155139861,3,26
complete,4,"('A2', 'B1')",0.65,0.4084164798259735,0.0583625972196742,3,26
complete,4,"('A2', 'B3')",0.62,0.3970595002174377,0.0497024664432986,3,26
complete,4,"('A2', 'B0')",0.49,0.3699197769165039,0.0144192599757821,3,27
complete,4,"('A2', 'B1')",0.49,0.3588206171989441,0.0172080304720659,3,27
complete,4,"('A2', 'B3')",0.49,0.3570054173469543,0.0176875590150577,3,27
complete,4,"('A2', 'B0')",0.71,0.6296955347061157,0.0064488071461366,3,28
complete,4,"('A2', 'B1')",0.69,0.566412627696991,0.0152738385927625,3,28
complete,4,"('A2', 'B3')",0.69,0.5751596093177795,0.013188315332045,3,28
complete,4,"('A2', 'B0')",0.4,0.463063895702362,0.0039770549411583,3,29
complete,4,"('A2', 'B1')",0.43,0.4419696629047394,0.000143272830053,3,29
complete,4,"('A2', 'B3')",0.43,0.4502430558204651,0.0004097813089504,3,29
complete,4,"('A2', 'B0')",0.46,0.4247559309005737,0.0012421444066851,3,30
complete,4,"('A2', 'B1')",0.45,0.397274911403656,0.0027799349674923,3,30
complete,4,"('A2', 'B3')",0.45,0.3893576860427856,0.0036774902420853,3,30
complete,4,"('A2', 'B0')",0.38,0.582356870174408,0.0409483029067822,3,31
complete,4,"('A2', 'B1')",0.43,0.5442178249359131,0.0130457115330908,3,31
complete,4,"('A2', 'B3')",0.41,0.5442578792572021,0.0180251781426414,3,31
complete,4,"('A2', 'B0')",0.66,0.5595035552978516,0.0100995353977719,3,32
complete,4,"('A2', 'B1')",0.63,0.5190473794937134,0.012310483997212,3,32
complete,4,"('A2', 'B3')",0.64,0.4923018515110016,0.0218147430670782,3,32
complete,4,"('A2', 'B0')",0.58,0.5201702117919922,0.003579603557015,3,33
complete,4,"('A2', 'B1')",0.61,0.4866600036621094,0.0152127546966308,3,33
complete,4,"('A2', 'B3')",0.59,0.5066019892692566,0.0069552281938451,3,33
complete,4,"('A2', 'B0')",0.61,0.5584214329719543,0.0026603485766665,3,34
complete,4,"('A2', 'B1')",0.6,0.5623556971549988,0.0014170935366861,3,34
complete,4,"('A2', 'B3')",0.61,0.5620595812797546,0.0022982837470724,3,34
complete,4,"('A2', 'B0')",0.51,0.482483446598053,0.0007571607111222,3,35
complete,4,"('A2', 'B1')",0.52,0.4428325593471527,0.0059548138969107,3,35
complete,4,"('A2', 'B3')",0.51,0.4512919783592224,0.003446631804974,3,35
complete,4,"('A2', 'B0')",0.67,0.6229081749916077,0.002217639982621,3,36
complete,4,"('A2', 'B1')",0.7,0.600040853023529,0.0099918310642637,3,36
complete,4,"('A2', 'B3')",0.66,0.610001266002655,0.0024998734013372,3,36
complete,4,"('A2', 'B0')",0.28,0.4305032789707184,0.0226512369809378,3,37
complete,4,"('A2', 'B1')",0.31,0.3942508995532989,0.00709821407554,3,37
complete,4,"('A2', 'B3')",0.31,0.4009099006652832,0.0082646100389716,3,37
complete,4,"('A2', 'B0')",0.53,0.5320616960525513,4.250590613105377e-06,3,38
complete,4,"('A2', 'B1')",0.5,0.552047848701477,0.0027089785544518,3,38
complete,4,"('A2', 'B3')",0.48,0.5675040483474731,0.0076569584771969,3,38
complete,4,"('A2', 'B0')",0.33,0.466380774974823,0.0185997157827333,3,39
complete,4,"('A2', 'B1')",0.31,0.3942969441413879,0.0071059747915762,3,39
complete,4,"('A2', 'B3')",0.32,0.3711084127426147,0.0026120698530694,3,39
complete,4,"('A2', 'B0')",0.66,0.6129331588745117,0.0022152875335319,3,40
complete,4,"('A2', 'B1')",0.66,0.5610588788986206,0.0097893454447978,3,40
complete,4,"('A2', 'B3')",0.65,0.5600016713142395,0.0080996991662301,3,40
complete,4,"('A2', 'B0')",0.73,0.5262195467948914,0.0415264731084794,3,41
complete,4,"('A2', 'B1')",0.68,0.52894127368927,0.02281873879462,3,41
complete,4,"('A2', 'B3')",0.71,0.5037962794303894,0.04251997437675,3,41
complete,4,"('A2', 'B0')",0.58,0.4957165718078613,0.0071036962678193,3,42
complete,4,"('A2', 'B1')",0.55,0.4904655516147613,0.0035443505445346,3,42
complete,4,"('A2', 'B3')",0.55,0.4836182594299316,0.0044065354811118,3,42
complete,4,"('A2', 'B0')",0.34,0.4417019486427307,0.0103432863577286,3,43
complete,4,"('A2', 'B1')",0.4,0.404778242111206,2.2831597673302683e-05,3,43
complete,4,"('A2', 'B3')",0.39,0.3964901566505432,4.2122133348590126e-05,3,43
complete,4,"('A2', 'B0')",0.42,0.4716213941574096,0.0026647683347546,3,44
complete,4,"('A2', 'B1')",0.42,0.4640435576438904,0.0019398349699306,3,44
complete,4,"('A2', 'B3')",0.42,0.4698830246925354,0.002488316152476,3,44
complete,4,"('A2', 'B0')",0.53,0.5375673770904541,5.726519602912918e-05,3,45
complete,4,"('A2', 'B1')",0.51,0.5291967391967773,0.000368514795789,3,45
complete,4,"('A2', 'B3')",0.5,0.5193719863891602,0.0003752738566618,3,45
complete,4,"('A2', 'B0')",0.28,0.3523308336734772,0.0052317494999002,3,46
complete,4,"('A2', 'B1')",0.27,0.3524118065834045,0.0067917058643404,3,46
complete,4,"('A2', 'B3')",0.28,0.3618903160095215,0.0067060238561392,3,46
complete,4,"('A2', 'B0')",0.4,0.3923031687736511,5.92412109268995e-05,3,47
complete,4,"('A2', 'B1')",0.43,0.3791529834270477,0.00258541909437,3,47
complete,4,"('A2', 'B3')",0.46,0.3832800388336181,0.0058859524413711,3,47
complete,4,"('A2', 'B0')",0.34,0.390532374382019,0.0025535208606845,3,48
complete,4,"('A2', 'B1')",0.24,0.3681903481483459,0.0164327653583941,3,48
complete,4,"('A2', 'B3')",0.32,0.3661384284496307,0.0021287545798016,3,48
complete,4,"('A2', 'B0')",0.26,0.3935987055301666,0.0178486141193361,3,49
complete,4,"('A2', 'B1')",0.39,0.3659455776214599,0.0005786152359652,3,49
complete,4,"('A2', 'B3')",0.43,0.3653794527053833,0.0041758151326557,3,49
complete,4,"('A2', 'B0')",0.4,0.5045056939125061,0.0109214400601344,3,50
complete,4,"('A2', 'B1')",0.42,0.5039249658584595,0.0070433998943435,3,50
complete,4,"('A2', 'B3')",0.38,0.5048249363899231,0.0155812647447483,3,50
complete,4,"('A3', 'B0')",0.37,0.4639456868171692,0.0088257920715496,3,1
complete,4,"('A3', 'B1')",0.3,0.4980886578559875,0.0392391163711865,3,1
complete,4,"('A3', 'B2')",0.32,0.4854728281497955,0.0273812568558917,3,1
complete,4,"('A3', 'B0')",0.64,0.6010932922363281,0.0015137319090077,3,2
complete,4,"('A3', 'B1')",0.65,0.6401399374008179,9.722083445979068e-05,3,2
complete,4,"('A3', 'B2')",0.65,0.6183253526687622,0.0010032832835582,3,2
complete,4,"('A3', 'B0')",0.61,0.562075138092041,0.0022967923888969,3,3
complete,4,"('A3', 'B1')",0.66,0.5619847774505615,0.0096069838514159,3,3
complete,4,"('A3', 'B2')",0.62,0.56705641746521,0.0028030229316181,3,3
complete,4,"('A3', 'B0')",0.33,0.5678059458732605,0.056551667892676,3,4
complete,4,"('A3', 'B1')",0.32,0.5893322825431824,0.0725398784199206,3,4
complete,4,"('A3', 'B2')",0.37,0.5919512510299683,0.0492623578337679,3,4
complete,4,"('A3', 'B0')",0.36,0.4731143414974212,0.0127948542523952,3,5
complete,4,"('A3', 'B1')",0.41,0.4930558204650879,0.0068982693131289,3,5
complete,4,"('A3', 'B2')",0.44,0.4945317208766937,0.0029737085817736,3,5
complete,4,"('A3', 'B0')",0.62,0.4582803845405578,0.0261532340243498,3,6
complete,4,"('A3', 'B1')",0.59,0.4521834850311279,0.0189933917981653,3,6
complete,4,"('A3', 'B2')",0.62,0.4589302241802215,0.0259434726826336,3,6
complete,4,"('A3', 'B0')",0.48,0.4015401899814605,0.0061559417881452,3,7
complete,4,"('A3', 'B1')",0.49,0.3841086030006408,0.0112129879584758,3,7
complete,4,"('A3', 'B2')",0.49,0.3976897299289703,0.0085211859605864,3,7
complete,4,"('A3', 'B0')",0.42,0.4061627984046936,0.0001914681479891,3,8
complete,4,"('A3', 'B1')",0.44,0.4080073237419128,0.0010235313341547,3,8
complete,4,"('A3', 'B2')",0.45,0.4140650629997253,0.0012913196972137,3,8
complete,4,"('A3', 'B0')",0.15,0.3859511911869049,0.0556729646225193,3,9
complete,4,"('A3', 'B1')",0.19,0.3986510634422302,0.0435352662755735,3,9
complete,4,"('A3', 'B2')",0.18,0.3909076750278473,0.044482047385652,3,9
complete,4,"('A3', 'B0')",0.41,0.5271378755569458,0.0137212818899945,3,10
complete,4,"('A3', 'B1')",0.45,0.5439820289611816,0.0088326217676603,3,10
complete,4,"('A3', 'B2')",0.47,0.5487658977508545,0.006204066648498,3,10
complete,4,"('A3', 'B0')",0.44,0.4196159541606903,0.000415509324779,3,11
complete,4,"('A3', 'B1')",0.31,0.405432641506195,0.0091073890648499,3,11
complete,4,"('A3', 'B2')",0.29,0.41965052485466,0.0168092585950888,3,11
complete,4,"('A3', 'B0')",0.28,0.4510107636451721,0.0292446812825049,3,12
complete,4,"('A3', 'B1')",0.42,0.4378194212913513,0.0003175317751586,3,12
complete,4,"('A3', 'B2')",0.41,0.4592384099960327,0.0024244210189374,3,12
complete,4,"('A3', 'B0')",0.39,0.4420104026794433,0.0027050819868778,3,13
complete,4,"('A3', 'B1')",0.35,0.4631713628768921,0.0128077573754131,3,13
complete,4,"('A3', 'B2')",0.36,0.4452217817306518,0.0072627520813468,3,13
complete,4,"('A3', 'B0')",0.53,0.50822913646698,0.0004739704989733,3,14
complete,4,"('A3', 'B1')",0.5,0.5060823559761047,3.6995054220057e-05,3,14
complete,4,"('A3', 'B2')",0.55,0.5014894008636475,0.0023532782285678,3,14
complete,4,"('A3', 'B0')",0.5,0.4793551862239837,0.0004262083358463,3,15
complete,4,"('A3', 'B1')",0.5,0.5055652856826782,3.097240472982321e-05,3,15
complete,4,"('A3', 'B2')",0.56,0.4917398393154144,0.0046594495366854,3,15
complete,4,"('A3', 'B0')",0.56,0.4835712313652038,0.0058413566750312,3,16
complete,4,"('A3', 'B1')",0.59,0.4857479929924011,0.0108684809651124,3,16
complete,4,"('A3', 'B2')",0.62,0.4905986487865448,0.0167447096958679,3,16
complete,4,"('A3', 'B0')",0.42,0.4467632472515106,0.0007162714034454,3,17
complete,4,"('A3', 'B1')",0.4,0.4433306455612182,0.0018775448447519,3,17
complete,4,"('A3', 'B2')",0.38,0.4396224915981293,0.0035548415043689,3,17
complete,4,"('A3', 'B0')",0.53,0.4497864842414856,0.0064342081103414,3,18
complete,4,"('A3', 'B1')",0.52,0.4546495079994201,0.0042706868047178,3,18
complete,4,"('A3', 'B2')",0.5,0.4593345820903778,0.0016536762137642,3,18
complete,4,"('A3', 'B0')",0.44,0.3791578412055969,0.0037017682867633,3,19
complete,4,"('A3', 'B1')",0.45,0.3641009330749511,0.007378649698594,3,19
complete,4,"('A3', 'B2')",0.53,0.3701931834220886,0.0255382186247662,3,19
complete,4,"('A3', 'B0')",0.69,0.5341553092002869,0.0242875676504581,3,20
complete,4,"('A3', 'B1')",0.69,0.522916853427887,0.0279167778684381,3,20
complete,4,"('A3', 'B2')",0.69,0.5267587900161743,0.0266476926369834,3,20
complete,4,"('A3', 'B0')",0.39,0.4995594918727875,0.0120032822594233,3,21
complete,4,"('A3', 'B1')",0.41,0.5251720547676086,0.013264602199393,3,21
complete,4,"('A3', 'B2')",0.38,0.5256314277648926,0.0212085127528411,3,21
complete,4,"('A3', 'B0')",0.57,0.4589115679264068,0.0123406397405693,3,22
complete,4,"('A3', 'B1')",0.54,0.4662733674049377,0.0054356163538073,3,22
complete,4,"('A3', 'B2')",0.54,0.469717264175415,0.0049396629549884,3,22
complete,4,"('A3', 'B0')",0.57,0.4789333939552307,0.0082931267365132,3,23
complete,4,"('A3', 'B1')",0.55,0.4729726910591125,0.0059332063226749,3,23
complete,4,"('A3', 'B2')",0.55,0.471930980682373,0.006094771777216,3,23
complete,4,"('A3', 'B0')",0.4,0.3783002495765686,0.0004708791684392,3,24
complete,4,"('A3', 'B1')",0.45,0.3796817660331726,0.0049446540282134,3,24
complete,4,"('A3', 'B2')",0.42,0.3833836317062378,0.0013407584270244,3,24
complete,4,"('A3', 'B0')",0.54,0.4224313497543335,0.0138223875205878,3,25
complete,4,"('A3', 'B1')",0.53,0.410544216632843,0.0142696841798611,3,25
complete,4,"('A3', 'B2')",0.59,0.4135879278182983,0.0311212192114419,3,25
complete,4,"('A3', 'B0')",0.5,0.4341071248054504,0.0043418710014044,3,26
complete,4,"('A3', 'B1')",0.64,0.4242135882377624,0.0465637755012219,3,26
complete,4,"('A3', 'B2')",0.54,0.4325546026229858,0.0115445134175044,3,26
complete,4,"('A3', 'B0')",0.48,0.3612560927867889,0.0141001155002596,3,27
complete,4,"('A3', 'B1')",0.48,0.3755096197128296,0.0109182395725574,3,27
complete,4,"('A3', 'B2')",0.48,0.3678947985172272,0.012567576199493,3,27
complete,4,"('A3', 'B0')",0.71,0.6118570566177368,0.0096320373357341,3,28
complete,4,"('A3', 'B1')",0.68,0.6464855074882507,0.0011232212083201,3,28
complete,4,"('A3', 'B2')",0.69,0.6469390988349915,0.0018542412091426,3,28
complete,4,"('A3', 'B0')",0.4,0.4673104584217071,0.0045306978129403,3,29
complete,4,"('A3', 'B1')",0.44,0.477322518825531,0.0013929704114821,3,29
complete,4,"('A3', 'B2')",0.44,0.4763256907463074,0.0013195558081963,3,29
complete,4,"('A3', 'B0')",0.45,0.4106510281562805,0.0015483415851578,3,30
complete,4,"('A3', 'B1')",0.44,0.3930073976516723,0.002208304675468,3,30
complete,4,"('A3', 'B2')",0.44,0.4018822610378265,0.0014529620235883,3,30
complete,4,"('A3', 'B0')",0.38,0.5766347646713257,0.0386652306773476,3,31
complete,4,"('A3', 'B1')",0.42,0.5727397203445435,0.0233294221709293,3,31
complete,4,"('A3', 'B2')",0.43,0.5672723650932312,0.0188437022182893,3,31
complete,4,"('A3', 'B0')",0.64,0.55975741147995,0.006438873012398,3,32
complete,4,"('A3', 'B1')",0.61,0.5595279335975647,0.0025474294869318,3,32
complete,4,"('A3', 'B2')",0.63,0.5650880336761475,0.0042135633720289,3,32
complete,4,"('A3', 'B0')",0.58,0.5281211733818054,0.0026914126512806,3,33
complete,4,"('A3', 'B1')",0.61,0.5478659272193909,0.003860643000306,3,33
complete,4,"('A3', 'B2')",0.58,0.550277829170227,0.0008834074388342,3,33
complete,4,"('A3', 'B0')",0.65,0.5896689295768738,0.0036398380584002,3,34
complete,4,"('A3', 'B1')",0.64,0.558235764503479,0.0066853902063305,3,34
complete,4,"('A3', 'B2')",0.65,0.5860611200332642,0.0040881803714006,3,34
complete,4,"('A3', 'B0')",0.52,0.485118955373764,0.0012166872742174,3,35
complete,4,"('A3', 'B1')",0.53,0.4957505464553833,0.0011730250681048,3,35
complete,4,"('A3', 'B2')",0.51,0.5011231899261475,7.879775708725008e-05,3,35
complete,4,"('A3', 'B0')",0.61,0.6520233154296875,0.001765959039703,3,36
complete,4,"('A3', 'B1')",0.64,0.6800495386123657,0.0016039655430633,3,36
complete,4,"('A3', 'B2')",0.59,0.6815903186798096,0.008388786475869,3,36
complete,4,"('A3', 'B0')",0.29,0.4227865040302276,0.0176322556525696,3,37
complete,4,"('A3', 'B1')",0.32,0.4334369301795959,0.0128679371285705,3,37
complete,4,"('A3', 'B2')",0.31,0.4398572444915771,0.0168629039469452,3,37
complete,4,"('A3', 'B0')",0.54,0.5468630790710449,4.710185433541434e-05,3,38
complete,4,"('A3', 'B1')",0.51,0.6088405251502991,0.0097694494119869,3,38
complete,4,"('A3', 'B2')",0.46,0.590923011302948,0.0171408348886318,3,38
complete,4,"('A3', 'B0')",0.33,0.4323926866054535,0.0104842622702826,3,39
complete,4,"('A3', 'B1')",0.31,0.4175336360931396,0.0115634828914117,3,39
complete,4,"('A3', 'B2')",0.32,0.4391509592533111,0.0141969510909842,3,39
complete,4,"('A3', 'B0')",0.69,0.5885884761810303,0.0102842971632854,3,40
complete,4,"('A3', 'B1')",0.69,0.5722265243530273,0.013870591565968,3,40
complete,4,"('A3', 'B2')",0.68,0.5808162689208984,0.0098374125107715,3,40
complete,4,"('A3', 'B0')",0.74,0.5277523994445801,0.045049043941533,3,41
complete,4,"('A3', 'B1')",0.68,0.5443871021270752,0.0183908580694923,3,41
complete,4,"('A3', 'B2')",0.73,0.5450941324234009,0.0341901798642548,3,41
complete,4,"('A3', 'B0')",0.57,0.5126678943634033,0.0032869703367258,3,42
complete,4,"('A3', 'B1')",0.53,0.4940801858901977,0.0012902330456827,3,42
complete,4,"('A3', 'B2')",0.51,0.5155553817749023,3.086226666491702e-05,3,42
complete,4,"('A3', 'B0')",0.37,0.4562795162200928,0.0074441549191732,3,43
complete,4,"('A3', 'B1')",0.43,0.4368748068809509,4.726296965037032e-05,3,43
complete,4,"('A3', 'B2')",0.45,0.4446083307266235,2.9070097553472016e-05,3,43
complete,4,"('A3', 'B0')",0.44,0.4700325429439544,0.0009019536356804,3,44
complete,4,"('A3', 'B1')",0.43,0.4914724230766296,0.0037788587989121,3,44
complete,4,"('A3', 'B2')",0.43,0.4732284247875213,0.0018686967096103,3,44
complete,4,"('A3', 'B0')",0.5,0.5553607940673828,0.0030648175197711,3,45
complete,4,"('A3', 'B1')",0.49,0.5319622755050659,0.001760832565563,3,45
complete,4,"('A3', 'B2')",0.42,0.5591305494308472,0.0193573097849294,3,45
complete,4,"('A3', 'B0')",0.27,0.3517433702945709,0.0066819785871153,3,46
complete,4,"('A3', 'B1')",0.26,0.3560919165611267,0.0092336564283905,3,46
complete,4,"('A3', 'B2')",0.26,0.3634839355945587,0.0107089249261387,3,46
complete,4,"('A3', 'B0')",0.41,0.3971938490867615,0.0001639975012126,3,47
complete,4,"('A3', 'B1')",0.44,0.4100352525711059,0.0008978860884774,3,47
complete,4,"('A3', 'B2')",0.51,0.4061213433742523,0.0107907753023699,3,47
complete,4,"('A3', 'B0')",0.32,0.3878661692142486,0.004605816923817,3,48
complete,4,"('A3', 'B1')",0.22,0.3906531929969787,0.029122512280064,3,48
complete,4,"('A3', 'B2')",0.28,0.3918479681015014,0.0125099679684344,3,48
complete,4,"('A3', 'B0')",0.23,0.4016282558441162,0.0294562582040934,3,49
complete,4,"('A3', 'B1')",0.37,0.3830491900444031,0.0001702813608149,3,49
complete,4,"('A3', 'B2')",0.47,0.3901422023773193,0.006377267841145,3,49
complete,4,"('A3', 'B0')",0.43,0.530167281627655,0.0100334843086739,3,50
complete,4,"('A3', 'B1')",0.45,0.528924286365509,0.0062290429783048,3,50
complete,4,"('A3', 'B2')",0.38,0.5388054251670837,0.0252191630624982,3,50
complete,4,"('B0', 'C1')",0.39,0.4599823951721191,0.0048975356340266,3,1
complete,4,"('B0', 'C2')",0.44,0.4565253257751465,0.0002730863919747,3,1
complete,4,"('B0', 'C3')",0.42,0.4598036706447601,0.0015843321967965,3,1
complete,4,"('B0', 'C1')",0.66,0.7295543551445007,0.0048378083195673,3,2
complete,4,"('B0', 'C2')",0.67,0.7450039982795715,0.0056255997579219,3,2
complete,4,"('B0', 'C3')",0.67,0.739665150642395,0.0048532332140275,3,2
complete,4,"('B0', 'C1')",0.57,0.6582027077674866,0.0077797176575166,3,3
complete,4,"('B0', 'C2')",0.6,0.6707279086112976,0.005002437056528,3,3
complete,4,"('B0', 'C3')",0.58,0.6297706365585327,0.0024771162634415,3,3
complete,4,"('B0', 'C1')",0.52,0.5133606195449829,4.408137282646318e-05,3,4
complete,4,"('B0', 'C2')",0.59,0.498263418674469,0.0084156003532957,3,4
complete,4,"('B0', 'C3')",0.58,0.5022621750831604,0.0060431694228012,3,4
complete,4,"('B0', 'C1')",0.34,0.4888498783111572,0.0221562862732463,3,5
